Geography Code,LGD2014_nm,Area_ha,Perim_km,Geography,All usual residents,"Area (hectares)
[note 1, 2]",Population density (number of usual residents per hectare)
N20000830,Belfast,5.64,1.32,Castle_L4,376,5.64,66.70388141613793
N20000831,Belfast,7.66,1.34,Castle_N2,523,7.66,68.24675583063802
N20000832,Belfast,4.68,1.02,Castle_N3,309,4.68,66.0609722389787
N20000833,Belfast,5.61,1.19,Castle_R1,521,5.61,92.83537804809946
N20000834,Belfast,3.51,1.0,Castle_L5,341,3.51,97.03411536528601
N20000835,Belfast,11.09,1.66,Castle_P1,722,11.09,65.13048686443432
N20000836,Belfast,4.34,0.9,Castle_R2,496,4.34,114.20259356471662
N20000837,Belfast,6.79,1.27,Castle_P2,574,6.79,84.59663337548244
N20000838,Belfast,3.49,0.76,Castle_R3,463,3.49,132.7339986434773
N20000839,Belfast,8.52,1.36,Castle_R4,359,8.52,42.130841882177855
N20000840,Belfast,3.42,0.82,Castle_R5,380,3.42,111.08641921162565
N20000841,Belfast,9.12,1.48,Castle_S1,892,9.12,97.76693205329609
N20000842,Belfast,29.3,2.57,Castle_T1,320,29.3,10.91968306278722
N20000843,Belfast,12.84,2.04,Castle_S2,344,12.84,26.793257312834953
N20000844,Belfast,7.0,1.51,Castle_T2,520,7.0,74.2853590393315
N20000845,Belfast,3.04,0.91,Castle_S3,344,3.04,113.05202723287857
N20000846,Belfast,2.93,0.76,Castle_U1,413,2.93,140.80016676543576
N20000847,Belfast,3.2,0.83,Castle_T3,313,3.2,97.78884523282275
N20000848,Belfast,8.37,1.76,Castle_U2,477,8.37,57.01897925021929
N20000849,Belfast,4.76,1.05,Castle_U3,574,4.76,120.55163930381171
N20000850,Belfast,3.93,0.93,Castle_T4,282,3.93,71.82826067293276
N20000851,Belfast,6.44,1.18,Castle_U4,467,6.44,72.50188083684522
N20000852,Belfast,7.99,1.31,Castle_U5,440,7.99,55.073758258409605
N20000853,Belfast,11.53,1.62,Castle_T5,532,11.53,46.14786774455512
N20000854,Belfast,17.95,2.02,Castle_Q2,329,17.95,18.326837014236364
N20000855,Belfast,41.99,3.41,Castle_Q3,1498,41.99,35.677672800083734
N20000856,Belfast,495.8,9.77,Titanic_A1,443,495.8,0.8935141042673486
N20000857,Belfast,285.86,8.48,Titanic_B1,568,285.86,1.9869565123212043
N20000858,Belfast,49.69,3.45,Titanic_A2,431,49.69,8.673470235379519
N20000859,Belfast,4.33,0.88,Titanic_A3,376,4.33,86.87023985630081
N20000860,Belfast,33.08,2.77,Titanic_C1,491,33.08,14.844558913744255
N20000861,Belfast,5.68,1.15,Titanic_C2,412,5.68,72.58387425202449
N20000862,Belfast,6.55,1.07,Titanic_C3,471,6.55,71.86777038234162
N20000863,Belfast,6.46,1.11,Titanic_C4,319,6.46,49.37340306264653
N20000864,Belfast,1.76,0.65,Titanic_C5,192,1.76,108.86079884977788
N20000865,Belfast,4.57,0.96,Titanic_D1,395,4.57,86.42067739385212
N20000866,Belfast,3.25,0.82,Titanic_D2,400,3.25,123.19715183697939
N20000867,Belfast,11.81,1.63,Titanic_E1,393,11.81,33.27966891510998
N20000868,Belfast,4.07,1.23,Titanic_D3,375,4.07,92.1474646947
N20000869,Belfast,7.85,1.34,Titanic_D4,388,7.85,49.44487515153764
N20000870,Belfast,6.72,1.33,Titanic_F1,407,6.72,60.55950893042587
N20000871,Belfast,4.84,0.97,Titanic_E2,399,4.84,82.44130300036976
N20000872,Belfast,2.72,0.74,Titanic_D5,460,2.72,169.02060280470246
N20000873,Belfast,7.05,1.32,Titanic_F2,327,7.05,46.36804948281036
N20000874,Belfast,3.39,0.91,Titanic_F3,312,3.39,91.96934746708777
N20000875,Belfast,4.08,1.01,Titanic_E3,458,4.08,112.2081995880193
N20000876,Belfast,4.34,1.05,Titanic_G1,256,4.34,59.04916245134144
N20000877,Belfast,6.36,1.18,Titanic_F4,528,6.36,83.02964764279379
N20000878,Belfast,3.64,0.78,Titanic_J1,351,3.64,96.29927719088508
N20000879,Belfast,5.18,0.97,Titanic_E4,265,5.18,51.176301418558296
N20000880,Belfast,10.46,1.37,Titanic_F5,419,10.46,40.05232659398072
N20000881,Belfast,7.84,1.27,Titanic_G2,467,7.84,59.566720447461954
N20000882,Belfast,14.35,1.69,Titanic_B2,499,14.35,34.762719886941746
N20000883,Belfast,6.16,1.17,Titanic_G3,373,6.16,60.59990402997581
N20000884,Belfast,4.95,1.09,Titanic_B3,304,4.95,61.35931131367592
N20000885,Belfast,24.2,3.1,Titanic_B4,389,24.2,16.075207584521312
N20000886,Belfast,5.88,1.18,Titanic_H1,455,5.88,77.3802745942305
N20000887,Belfast,8.71,1.43,Titanic_H2,637,8.71,73.13852529702334
N20000888,Belfast,3.99,0.8,Titanic_J2,523,3.99,130.97059192784727
N20000889,Belfast,3.23,0.81,Titanic_K1,282,3.23,87.40789325909648
N20000890,Belfast,6.71,1.04,Titanic_K2,479,6.71,71.35128828401085
N20000891,Belfast,12.23,1.82,Titanic_J3,371,12.23,30.346213369668106
N20000892,Belfast,5.26,0.97,Titanic_N1,523,5.26,99.41480540797036
N20000893,Belfast,4.05,1.09,Titanic_L1,519,4.05,128.16443813304474
N20000894,Belfast,5.06,1.24,Titanic_H3,548,5.06,108.35918599369734
N20000895,Belfast,2.21,0.73,Titanic_K3,232,2.21,105.12840575905176
N20000896,Belfast,4.91,0.96,Titanic_H4,730,4.91,148.615573805641
N20000897,Belfast,8.53,1.42,Titanic_K4,411,8.53,48.189499534770164
N20000898,Belfast,2.34,0.65,Titanic_Q1,270,2.34,115.3106942124274
N20000899,Belfast,9.87,1.46,Titanic_J4,444,9.87,44.965518919619875
N20000900,Belfast,17.02,2.34,Titanic_N2,357,17.02,20.978707428895223
N20000901,Belfast,2.3,0.62,Titanic_L2,356,2.3,154.75162008742953
N20000902,Belfast,13.25,1.71,Titanic_R1,606,13.25,45.72606735284057
N20000903,Belfast,3.52,0.94,Titanic_N3,429,3.52,121.83904667493816
N20000904,Belfast,12.82,1.75,Titanic_P1,514,12.82,40.092635641475106
N20000905,Belfast,7.19,1.58,Titanic_L3,407,7.19,56.58876802096136
N20000906,Belfast,2.91,0.73,Titanic_J5,216,2.91,74.35297324453538
N20000907,Belfast,3.43,0.95,Titanic_Q2,403,3.43,117.60499826364712
N20000908,Belfast,4.96,1.0,Titanic_S1,430,4.96,86.72703474782733
N20000909,Belfast,12.7,1.56,Titanic_R2,693,12.7,54.5507926782135
N20000910,Belfast,3.27,0.72,Titanic_L4,385,3.27,117.71517391665449
N20000911,Belfast,4.21,0.83,Titanic_N4,277,4.21,65.76220857319929
N20000912,Belfast,12.16,1.85,Titanic_P2,349,12.16,28.693661799037972
N20000913,Belfast,2.6,0.88,Titanic_S2,319,2.6,122.46222342963746
N20000914,Belfast,2.48,0.78,Titanic_T1,342,2.48,138.16024548940683
N20000915,Belfast,1.9,0.65,Titanic_T2,280,1.9,147.18412864457022
N20000916,Belfast,2.15,0.59,Titanic_Q3,402,2.15,187.2513480004802
N20000917,Belfast,3.28,0.8,Titanic_Q4,435,3.28,132.79913786999964
N20000918,Belfast,3.05,0.93,Titanic_P3,335,3.05,109.79442318772136
N20000919,Belfast,4.74,0.94,Titanic_T3,421,4.74,88.82476620530234
N20000920,Belfast,2.18,0.89,Titanic_Q5,326,2.18,149.77897392714118
N20000921,Belfast,3.98,0.99,Titanic_T4,309,3.98,77.62360103336054
N20000922,Belfast,4.48,1.09,Titanic_S3,420,4.48,93.72268802253247
N20000923,Belfast,4.19,0.84,Titanic_R3,372,4.19,88.70436749222758
N20000924,Belfast,2.46,0.64,Titanic_P4,486,2.46,197.36488197424177
N20000925,Belfast,2.04,0.59,Titanic_U1,238,2.04,116.79891714157438
N20000926,Belfast,2.2,0.65,Titanic_X1,321,2.2,146.1855575937753
N20000927,Belfast,5.17,1.17,Titanic_W1,586,5.17,113.44699979757812
N20000928,Belfast,1.95,0.58,Titanic_S4,303,1.95,155.42287972447434
N20000929,Belfast,2.72,0.69,Titanic_R4,320,2.72,117.65308338807968
N20000930,Belfast,3.03,0.77,Titanic_U2,237,3.03,78.313592637688
N20000931,Belfast,4.56,0.98,Titanic_T5,508,4.56,111.28713483638796
N20000932,Belfast,2.18,0.61,Titanic_W2,352,2.18,161.7825170594267
N20000933,Belfast,2.45,0.81,Titanic_U3,398,2.45,162.15471418229725
N20000934,Belfast,3.59,0.83,Titanic_Y1,487,3.59,135.61827525578667
N20000935,Belfast,11.22,1.47,Titanic_X2,449,11.22,40.00436595354689
N20000936,Belfast,6.51,1.18,Titanic_W3,519,6.51,79.76884573186496
N20000937,Belfast,18.87,2.49,Titanic_X3,470,18.87,24.904564706299087
N20000938,Belfast,2.02,0.58,Titanic_U4,306,2.02,151.13597202318033
N20000939,Belfast,3.96,0.87,Titanic_Y2,348,3.96,87.9048859004277
N20000940,Belfast,1.86,0.58,Titanic_Z1,323,1.86,173.53328615936428
N20000941,Belfast,5.34,1.04,Titanic_Z2,629,5.34,117.82931683174101
N20000942,Belfast,3.65,0.78,Titanic_Y3,428,3.65,117.31542146450344
N20000943,Belfast,2.74,0.93,Titanic_Z3,367,2.74,133.79256311166688
N20000944,Belfast,2.48,0.69,Titanic_Y4,366,2.48,147.46047631911514
N20000945,Belfast,27.58,2.49,Ormiston_B1,385,27.58,13.960844698184323
N20000946,Belfast,7.36,1.21,Ormiston_A1,322,7.36,43.731980035009656
N20000947,Belfast,5.87,1.16,Ormiston_A2,374,5.87,63.702411298231866
N20000948,Belfast,12.31,2.07,Ormiston_B2,381,12.31,30.94263567827523
N20000949,Belfast,10.72,1.65,Ormiston_A3,579,10.72,54.009360729459736
N20000950,Belfast,9.14,1.59,Ormiston_B3,485,9.14,53.075013770679746
N20000951,Belfast,11.7,1.59,Ormiston_A4,289,11.7,24.698497594248238
N20000952,Belfast,91.8,6.27,Ormiston_C1,439,91.8,4.782118706852019
N20000953,Belfast,25.63,2.37,Ormiston_C2,572,25.63,22.318075211040895
N20000954,Belfast,11.67,1.59,Ormiston_A5,336,11.67,28.78113051438984
N20000955,Belfast,68.51,5.18,Ormiston_C3,394,68.51,5.750964428583703
N20000956,Belfast,43.51,2.71,Ormiston_B4,828,43.51,19.030141816550795
N20000957,Belfast,7.21,1.37,Ormiston_D1,443,7.21,61.443901992369604
N20000958,Belfast,10.94,1.75,Ormiston_D2,666,10.94,60.849800557761306
N20000959,Belfast,19.8,2.33,Ormiston_F1,498,19.8,25.15456104680331
N20000960,Belfast,361.82,9.75,Ormiston_C4,538,361.82,1.4869324296298454
N20000961,Belfast,13.23,1.77,Ormiston_D3,454,13.23,34.31586026309342
N20000962,Belfast,17.39,1.98,Ormiston_D4,656,17.39,37.73103692080868
N20000963,Belfast,26.92,2.16,Ormiston_F2,332,26.92,12.335109720459892
N20000964,Belfast,8.83,1.48,Ormiston_E1,389,8.83,44.053327164205356
N20000965,Belfast,19.29,2.15,Ormiston_C5,529,19.29,27.42865553784514
N20000966,Belfast,5.44,1.09,Ormiston_E2,422,5.44,77.53528661251005
N20000967,Belfast,55.83,3.73,Ormiston_F3,495,55.83,8.865632010531678
N20000968,Belfast,9.3,1.62,Ormiston_E3,532,9.3,57.23320830103534
N20000969,Belfast,12.32,1.76,Ormiston_E4,595,12.32,48.29082713926731
N20000970,Belfast,6.55,1.39,Ormiston_G1,519,6.55,79.1876549509807
N20000971,Belfast,20.71,2.01,Ormiston_F4,536,20.71,25.886996993412527
N20000972,Belfast,9.75,1.69,Ormiston_H1,204,9.75,20.914364397207247
N20000973,Belfast,8.8,1.63,Ormiston_H2,329,8.8,37.371597032900915
N20000974,Belfast,8.94,1.26,Ormiston_G2,437,8.94,48.889624200571376
N20000975,Belfast,17.41,2.14,Ormiston_G3,597,17.41,34.2990589540517
N20000976,Belfast,6.76,1.24,Ormiston_H3,499,6.76,73.84459169957194
N20000977,Belfast,9.43,1.37,Ormiston_J1,425,9.43,45.079845327269915
N20000978,Belfast,8.92,1.67,Ormiston_J2,373,8.92,41.80885776574533
N20000979,Belfast,10.11,1.52,Ormiston_N1,536,10.11,53.009416442728146
N20000980,Belfast,22.97,2.01,Ormiston_L1,523,22.97,22.773694824633157
N20000981,Belfast,8.74,1.58,Ormiston_J3,476,8.74,54.46004647090181
N20000982,Belfast,16.73,1.84,Ormiston_F5,621,16.73,37.110365201960164
N20000983,Belfast,24.3,2.34,Ormiston_G4,597,24.3,24.565871641073056
N20000984,Belfast,9.88,1.51,Ormiston_H4,557,9.88,56.394436252186516
N20000985,Belfast,7.03,1.24,Ormiston_H5,283,7.03,40.26758066429911
N20000986,Belfast,6.16,1.13,Ormiston_J4,330,6.16,53.58669188548686
N20000987,Belfast,6.95,1.24,Ormiston_K1,493,6.95,70.90775247030723
N20000988,Belfast,18.09,2.29,Ormiston_N2,700,18.09,38.696425378321564
N20000989,Belfast,9.9,1.59,Ormiston_L2,438,9.9,44.24465143058179
N20000990,Belfast,4.62,0.88,Ormiston_K2,381,4.62,82.42484834769137
N20000991,Belfast,6.49,1.15,Ormiston_J5,355,6.49,54.7366217854995
N20000992,Belfast,12.89,1.71,Ormiston_P1,395,12.89,30.648917472120292
N20000993,Belfast,9.79,1.46,Ormiston_K3,545,9.79,55.66415540579737
N20000994,Belfast,7.38,1.45,Ormiston_K4,570,7.38,77.1858727943644
N20000995,Belfast,21.32,2.13,Ormiston_R1,782,21.32,36.685859769099025
N20000996,Belfast,9.08,1.68,Ormiston_L3,431,9.08,47.4829035107041
N20000997,Belfast,17.17,2.26,Ormiston_N3,661,17.17,38.4942987939657
N20000998,Belfast,12.35,1.95,Ormiston_P2,370,12.35,29.957778587848296
N20000999,Belfast,8.29,1.38,Ormiston_L4,273,8.29,32.94463637970559
N20001000,Belfast,6.61,1.44,Ormiston_Q1,359,6.61,54.335378039886024
N20001001,Belfast,11.53,1.59,Ormiston_N4,466,11.53,40.42621639668684
N20001002,Belfast,7.68,1.32,Ormiston_P3,262,7.68,34.12707439401596
N20001003,Belfast,11.02,1.85,Ormiston_Q2,337,11.02,30.578011477236714
N20001004,Belfast,6.93,1.34,Ormiston_L5,460,6.93,66.41507239255222
N20001005,Belfast,16.58,1.79,Ormiston_R2,537,16.58,32.38490409369918
N20001006,Belfast,25.4,2.82,Ormiston_P4,653,25.4,25.707051582950363
N20001007,Belfast,49.04,4.38,Ormiston_S1,769,49.04,15.680603695407601
N20001008,Belfast,16.0,2.11,Ormiston_P5,561,16.0,35.072349289157295
N20001009,Belfast,15.14,1.59,Ormiston_Q3,430,15.14,28.404862910178565
N20001010,Belfast,55.61,4.4,Ormiston_R3,439,55.61,7.893793851928653
N20001011,Belfast,10.68,1.51,Ormiston_S2,567,10.68,53.10068818817239
N20001012,Belfast,3.21,0.83,Ormiston_T1,290,3.21,90.34737122416263
N20001013,Belfast,50.2,3.91,Ormiston_S3,548,50.2,10.917055044500378
N20001014,Belfast,7.43,1.41,Ormiston_T2,502,7.43,67.53233616612269
N20001015,Belfast,16.78,2.22,Ormiston_T3,615,16.78,36.64941281867578
N20001016,Belfast,80.89,4.57,Ormiston_T4,656,80.89,8.109911119489354
N20001017,Belfast,4.24,0.9,Lisnasharragh_B1,320,4.24,75.51607209986688
N20001018,Belfast,3.09,0.84,Lisnasharragh_A1,250,3.09,80.86209191804915
N20001019,Belfast,6.4,1.19,Lisnasharragh_A2,509,6.4,79.55968153978594
N20001020,Belfast,59.08,3.63,Lisnasharragh_B2,634,59.08,10.731322376991171
N20001021,Belfast,3.56,0.79,Lisnasharragh_D1,455,3.56,127.70081537982965
N20001022,Belfast,7.8,1.32,Lisnasharragh_B3,456,7.8,58.4876260558123
N20001023,Belfast,6.17,1.15,Lisnasharragh_A3,448,6.17,72.62530830115726
N20001024,Belfast,8.11,1.28,Lisnasharragh_C1,579,8.11,71.42376865241107
N20001025,Belfast,4.46,0.95,Lisnasharragh_B4,264,4.46,59.13547363108069
N20001026,Belfast,4.81,1.23,Lisnasharragh_D2,411,4.81,85.44120593203856
N20001027,Belfast,4.01,0.88,Lisnasharragh_C2,364,4.01,90.82497803756839
N20001028,Belfast,12.6,1.51,Lisnasharragh_A4,537,12.6,42.604058270082355
N20001029,Belfast,2.45,0.68,Lisnasharragh_D3,337,2.45,137.63662908250012
N20001030,Belfast,5.25,1.18,Lisnasharragh_C3,348,5.25,66.27205040272499
N20001031,Belfast,5.0,0.93,Lisnasharragh_B5,326,5.0,65.20832907682716
N20001032,Belfast,3.06,0.75,Lisnasharragh_D4,318,3.06,103.89411400347417
N20001033,Belfast,8.0,1.26,Lisnasharragh_E1,544,8.0,68.03983762515531
N20001034,Belfast,29.52,2.65,Lisnasharragh_B6,560,29.52,18.969805067764668
N20001035,Belfast,9.37,1.49,Lisnasharragh_F1,567,9.37,60.483647660726305
N20001036,Belfast,6.6,1.11,Lisnasharragh_F2,404,6.6,61.22941186923362
N20001037,Belfast,22.63,2.02,Lisnasharragh_F3,466,22.63,20.58895799215592
N20001038,Belfast,57.89,3.92,Lisnasharragh_E2,546,57.89,9.432472553485628
N20001039,Belfast,13.81,1.63,Lisnasharragh_G1,561,13.81,40.62527097338614
N20001040,Belfast,10.43,1.72,Lisnasharragh_N1,616,10.43,59.05539680940596
N20001041,Belfast,6.55,1.15,Lisnasharragh_H1,562,6.55,85.74242095985916
N20001042,Belfast,26.43,2.31,Lisnasharragh_F4,477,26.43,18.045745157021805
N20001043,Belfast,4.41,1.14,Lisnasharragh_J1,265,4.41,60.15279600297406
N20001044,Belfast,10.85,2.07,Lisnasharragh_H2,411,10.85,37.87395943449671
N20001045,Belfast,8.33,1.45,Lisnasharragh_G2,386,8.33,46.33871558554479
N20001046,Belfast,10.9,1.44,Lisnasharragh_E3,781,10.9,71.64068278243022
N20001047,Belfast,12.59,1.73,Lisnasharragh_G3,554,12.59,44.01384680237884
N20001048,Belfast,4.38,0.89,Lisnasharragh_J2,304,4.38,69.42314824826923
N20001049,Belfast,7.4,1.55,Lisnasharragh_N2,359,7.4,48.54618528645987
N20001050,Belfast,13.8,1.77,Lisnasharragh_N3,584,13.8,42.32383094427998
N20001051,Belfast,10.05,1.54,Lisnasharragh_J3,439,10.05,43.70014052835759
N20001052,Belfast,8.06,1.28,Lisnasharragh_N4,429,8.06,53.237033588490085
N20001053,Belfast,10.78,1.72,Lisnasharragh_L1,749,10.78,69.46947055004625
N20001054,Belfast,6.28,1.22,Lisnasharragh_J4,483,6.28,76.9365086112327
N20001055,Belfast,3.79,0.83,Lisnasharragh_H3,305,3.79,80.56321837038796
N20001056,Belfast,10.41,1.42,Lisnasharragh_P1,613,10.41,58.89580011746757
N20001057,Belfast,18.44,1.79,Lisnasharragh_K1,333,18.44,18.05873287787567
N20001058,Belfast,6.2,1.17,Lisnasharragh_L2,554,6.2,89.41294206892077
N20001059,Belfast,7.95,1.56,Lisnasharragh_K2,450,7.95,56.6377415895375
N20001060,Belfast,7.89,1.35,Lisnasharragh_J5,438,7.89,55.50585252028592
N20001061,Belfast,7.18,1.13,Lisnasharragh_K3,577,7.18,80.3237391402875
N20001062,Belfast,4.72,0.99,Lisnasharragh_K4,288,4.72,60.98854569237915
N20001063,Belfast,11.1,1.75,Lisnasharragh_P2,633,11.1,57.01492415831892
N20001064,Belfast,4.03,0.9,Lisnasharragh_K5,329,4.03,81.6099533769731
N20001065,Belfast,7.85,1.47,Lisnasharragh_L3,546,7.85,69.58370457433968
N20001066,Belfast,9.28,1.46,Lisnasharragh_Q1,624,9.28,67.21466170322806
N20001067,Belfast,42.43,2.68,Lisnasharragh_N5,363,42.43,8.555380838809604
N20001068,Belfast,13.93,1.83,Lisnasharragh_P3,464,13.93,33.309760423638934
N20001069,Belfast,8.43,1.17,Lisnasharragh_P4,465,8.43,55.19035816375829
N20001070,Belfast,19.43,2.31,Lisnasharragh_Q2,668,19.43,34.37974996114708
N20001071,Belfast,5.53,1.25,Lisnasharragh_R1,394,5.53,71.26146054537608
N20001072,Belfast,9.83,1.59,Lisnasharragh_Q3,529,9.83,53.79747958691184
N20001073,Belfast,7.41,1.27,Lisnasharragh_R2,548,7.41,73.95444460773808
N20001074,Belfast,99.92,4.65,Lisnasharragh_N6,445,99.92,4.453448966390876
N20001075,Belfast,13.26,1.63,Lisnasharragh_P5,467,13.26,35.212831552318995
N20001076,Belfast,15.25,2.47,Lisnasharragh_R3,611,15.25,40.077297464320964
N20001077,Belfast,44.92,3.36,Lisnasharragh_R4,632,44.92,14.068299738021091
N20001078,Belfast,9.93,1.46,Lisnasharragh_R5,287,9.93,28.902223371577954
N20001079,Belfast,40.75,3.69,Botanic_A1,353,40.75,8.662545347154161
N20001080,Belfast,8.86,1.31,Botanic_A2,1466,8.86,165.44266931298546
N20001081,Belfast,32.76,3.01,Botanic_B1,374,32.76,11.41477571035431
N20001082,Belfast,3.0,0.79,Botanic_B2,404,3.0,134.57827699563276
N20001083,Belfast,7.83,1.27,Botanic_B3,449,7.83,57.308616311901076
N20001084,Belfast,43.31,3.81,Botanic_A3,774,43.31,17.87090353524333
N20001085,Belfast,3.67,0.9,Botanic_A4,555,3.67,151.23024650459388
N20001086,Belfast,2.77,0.75,Botanic_B4,399,2.77,144.25155001082425
N20001087,Belfast,11.29,1.58,Botanic_C1,901,11.29,79.79372011580273
N20001088,Belfast,4.31,1.24,Botanic_C2,471,4.31,109.19969428667815
N20001089,Belfast,2.44,0.69,Botanic_A5,226,2.44,92.45958604227741
N20001090,Belfast,7.03,1.27,Botanic_C3,627,7.03,89.14955540575637
N20001091,Belfast,9.02,1.47,Botanic_D1,381,9.02,42.21780558894596
N20001092,Belfast,5.52,1.2,Botanic_E1,475,5.52,86.07757207491433
N20001093,Belfast,4.71,0.91,Botanic_F1,401,4.71,85.18129208221184
N20001094,Belfast,22.21,2.34,Botanic_D2,378,22.21,17.0201285883588
N20001095,Belfast,8.72,1.77,Botanic_F2,541,8.72,62.07262189852597
N20001096,Belfast,9.35,1.46,Botanic_E2,453,9.35,48.462909697472426
N20001097,Belfast,6.31,1.17,Botanic_C4,315,6.31,49.941080245994954
N20001098,Belfast,4.1,0.85,Botanic_E3,372,4.1,90.76134423199775
N20001099,Belfast,1.98,0.6,Botanic_H1,332,1.98,167.89517753572548
N20001100,Belfast,2.78,0.93,Botanic_F3,398,2.78,143.33479550082578
N20001101,Belfast,7.4,1.41,Botanic_D3,502,7.4,67.8648929881379
N20001102,Belfast,1.68,0.57,Botanic_F4,300,1.68,178.67266126817876
N20001103,Belfast,8.2,1.52,Botanic_H2,504,8.2,61.445774577360545
N20001104,Belfast,4.62,0.99,Botanic_G1,481,4.62,104.0723945443149
N20001105,Belfast,2.55,0.85,Botanic_H3,332,2.55,130.44991929230486
N20001106,Belfast,5.33,1.23,Botanic_E4,507,5.33,95.15856645232942
N20001107,Belfast,1.7,0.55,Botanic_H4,424,1.7,249.85403575846456
N20001108,Belfast,22.71,2.89,Botanic_F5,218,22.71,9.598644879519126
N20001109,Belfast,4.2,0.85,Botanic_D4,554,4.2,132.03036064844704
N20001110,Belfast,2.65,0.69,Botanic_H5,285,2.65,107.37884645543457
N20001111,Belfast,2.66,0.66,Botanic_G2,382,2.66,143.34240771501211
N20001112,Belfast,4.7,1.11,Botanic_H6,513,4.7,109.20828893505916
N20001113,Belfast,2.56,0.76,Botanic_J1,478,2.56,186.62396203485287
N20001114,Belfast,2.84,0.68,Botanic_J2,427,2.84,150.22768917387526
N20001115,Belfast,3.18,0.76,Botanic_K1,621,3.18,195.0897617413686
N20001116,Belfast,3.5,0.84,Botanic_G3,338,3.5,96.6716965572936
N20001117,Belfast,2.7,0.69,Botanic_G4,321,2.7,118.9515690833164
N20001118,Belfast,3.08,0.76,Botanic_N1,484,3.08,157.16606946911412
N20001119,Belfast,4.7,1.14,Botanic_J3,411,4.7,87.48784378096367
N20001120,Belfast,2.32,0.66,Botanic_J4,593,2.32,255.27845791451819
N20001121,Belfast,77.23,4.02,Botanic_P1,631,77.23,8.170369029090871
N20001122,Belfast,1.15,0.49,Botanic_L1,252,1.15,218.96286969564494
N20001123,Belfast,8.29,1.18,Botanic_H7,443,8.29,53.42311305499981
N20001124,Belfast,5.08,1.22,Botanic_L2,617,5.08,121.37824291505089
N20001125,Belfast,3.32,1.05,Botanic_K2,333,3.32,100.26898943492353
N20001126,Belfast,4.68,1.29,Botanic_K3,653,4.68,139.5854563286365
N20001127,Belfast,5.4,1.06,Botanic_N2,532,5.4,98.49323731813847
N20001128,Belfast,1.92,0.56,Botanic_U1,254,1.92,132.30353448665278
N20001129,Belfast,3.7,0.93,Botanic_K4,423,3.7,114.23830768282312
